Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 15, 2025 - January 9, 2026"
Statement,Data,WhenGenerated,"2026-01-11, 12:07:15 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,DUK415187
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Dividends,Data,USD,2025-09-30,MDLZ(US6092071058) Payment in Lieu of Dividend (Ordinary Dividend),42.5
Dividends,Data,USD,2025-10-01,APD(US0091581068) Payment in Lieu of Dividend (Ordinary Dividend),26.85
Dividends,Data,USD,2025-10-03,CSCO(US17275R1023) Payment in Lieu of Dividend (Ordinary Dividend),48.38
Dividends,Data,USD,2025-10-03,MU(US5951121038) Payment in Lieu of Dividend (Ordinary Dividend),4.95
Dividends,Data,USD,2025-10-03,ROP(US7766961061) Payment in Lieu of Dividend (Ordinary Dividend),4.95
Dividends,Data,USD,2025-10-09,ORCL(US68389X1054) Payment in Lieu of Dividend (Ordinary Dividend),76
Dividends,Data,USD,2025-10-10,ACN(IE00B4BNMY34) Payment in Lieu of Dividend (Ordinary Dividend),39.12
Dividends,Data,USD,2025-10-15,ABBV(US00287Y1091) Payment in Lieu of Dividend (Ordinary Dividend),83.64
Dividends,Data,USD,2025-10-15,ABT(US0028241000) Payment in Lieu of Dividend (Ordinary Dividend),35.99
Dividends,Data,USD,2025-10-15,FCX(US35671D8570) Payment in Lieu of Dividend (Ordinary Dividend),13.95
Dividends,Data,USD,2025-10-17,CL(US1941621039) Payment in Lieu of Dividend (Ordinary Dividend),25.48
Dividends,Data,USD,2025-10-17,EOG(US26875P1012) Payment in Lieu of Dividend (Ordinary Dividend),63.24
Dividends,Data,USD,2025-10-22,LOW(US5486611073) Payment in Lieu of Dividend (Ordinary Dividend),30
Dividends,Data,USD,2025-10-24,PG(US7427181091) Payment in Lieu of Dividend (Ordinary Dividend),73.98
Dividends,Data,USD,2025-10-27,INFY(US4567881085) Payment in Lieu of Dividend (Ordinary Dividend),148.63
Dividends,Data,USD,2025-10-27,INFY(US4567881085) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-148.63
Dividends,Data,USD,2025-10-27,INFY(US4567881085) Payment in Lieu of Dividend (Ordinary Dividend),147.05
Dividends,Data,USD,2025-10-27,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),165.38
Dividends,Data,USD,2025-10-29,ASML(USN070592100) Payment in Lieu of Dividend (Ordinary Dividend),18.64
Dividends,Data,USD,2025-10-31,COST(US22160K1051) Payment in Lieu of Dividend (Ordinary Dividend),16.9
Dividends,Data,USD,2025-10-31,TXN(US8825081040) Payment in Lieu of Dividend (Ordinary Dividend),45.44
Dividends,Data,USD,2025-10-31,ZTS(US98978V1035) Payment in Lieu of Dividend (Ordinary Dividend),16
Dividends,Data,USD,2025-11-07,PH(US7010941042) Payment in Lieu of Dividend (Ordinary Dividend),10.8
Dividends,Data,USD,2025-11-10,AAPL(US0378331005) Payment in Lieu of Dividend (Ordinary Dividend),13.26
Dividends,Data,USD,2025-11-10,IBM(US4592001014) Payment in Lieu of Dividend (Ordinary Dividend),42
Dividends,Data,USD,2025-11-10,VMC(US9291601097) Payment in Lieu of Dividend (Ordinary Dividend),6.37
Dividends,Data,USD,2025-11-12,PCAR(US6937181088) Payment in Lieu of Dividend (Ordinary Dividend),12.54
Dividends,Data,USD,2025-11-12,TGT(US87612E1064) Payment in Lieu of Dividend (Ordinary Dividend),104.88
Dividends,Data,USD,2025-11-13,TJX(US8725401090) Payment in Lieu of Dividend (Ordinary Dividend),20.83
Dividends,Data,USD,2025-11-14,COR(US03073E1055) Payment in Lieu of Dividend (Ordinary Dividend),7.8
Dividends,Data,USD,2025-11-14,HON(US4385161066) Payment in Lieu of Dividend (Ordinary Dividend),28.56
Dividends,Data,USD,2025-11-14,LLY(US5324571083) Payment in Lieu of Dividend (Ordinary Dividend),55.5
Dividends,Data,USD,2025-11-14,SBUX(US8552441094) Payment in Lieu of Dividend (Ordinary Dividend),37.82
Dividends,Data,USD,2025-11-14,SHW(US8243481061) Payment in Lieu of Dividend (Ordinary Dividend),8.69
Dividends,Data,USD,2025-11-14,SW(IE00028FXN24) Payment in Lieu of Dividend (Ordinary Dividend),38.34
Dividends,Data,USD,2025-11-14,XOM(US30231G1022) Payment in Lieu of Dividend (Ordinary Dividend),119.48
Dividends,Data,USD,2025-11-17,CEG(US21037T1097) Payment in Lieu of Dividend (Ordinary Dividend),5.82
Dividends,Data,USD,2025-11-17,COP(US20825C1045) Payment in Lieu of Dividend (Ordinary Dividend),58.8
Dividends,Data,USD,2025-11-18,CVX(US1667641005) Payment in Lieu of Dividend (Ordinary Dividend),102.6
Dividends,Data,USD,2025-11-20,AMAT(US0382221051) Payment in Lieu of Dividend (Ordinary Dividend),14.26
Dividends,Data,USD,2025-11-20,MSFT(US5949181045) Payment in Lieu of Dividend (Ordinary Dividend),112.84
Dividends,Data,USD,2025-11-20,REGN(US75886F1075) Payment in Lieu of Dividend (Ordinary Dividend),5.28
Dividends,Data,USD,2025-11-25,JNJ(US4781601046) Payment in Lieu of Dividend (Ordinary Dividend),87.1
Dividends,Data,USD,2025-11-25,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),165.38
Dividends,Data,USD,2025-11-28,DD(US26614N1028) Payment in Lieu of Dividend (Ordinary Dividend),11.2
Dividends,Data,USD,2025-11-28,Q(US74743L1008) Payment in Lieu of Dividend (Ordinary Dividend),1.68
Dividends,Data,USD,2025-12-01,CTVA(US22052L1044) Payment in Lieu of Dividend (Ordinary Dividend),8.82
Dividends,Data,USD,2025-12-01,MCK(US58155Q1031) Payment in Lieu of Dividend (Ordinary Dividend),5.74
Dividends,Data,USD,2025-12-01,MLM(US5732841060) Payment in Lieu of Dividend (Ordinary Dividend),4.15
Dividends,Data,USD,2025-12-01,NKE(US6541061031) Payment in Lieu of Dividend (Ordinary Dividend),28.7
Dividends,Data,USD,2025-12-03,EA(US2855121099) Payment in Lieu of Dividend (Ordinary Dividend),10.26
Dividends,Data,USD,2025-12-03,LIN(IE000S9YS762) Payment in Lieu of Dividend (Ordinary Dividend),21
Dividends,Data,USD,2025-12-03,SLB(AN8068571086) Payment in Lieu of Dividend (Ordinary Dividend),40.76
Dividends,Data,USD,2025-12-04,HD(US4370761029) Payment in Lieu of Dividend (Ordinary Dividend),64.4
Dividends,Data,USD,2025-12-04,NVDA(US67066G1040) Payment in Lieu of Dividend (Ordinary Dividend),3.75
Dividends,Data,USD,2025-12-04,QCOM(US7475251036) Payment in Lieu of Dividend (Ordinary Dividend),37.38
Dividends,Data,USD,2025-12-05,BKNG(US09857L1089) Payment in Lieu of Dividend (Ordinary Dividend),9.6
Dividends,Data,USD,2025-12-05,KMB(US4943681035) Payment in Lieu of Dividend (Ordinary Dividend),42.84
Dividends,Data,USD,2025-12-05,TT(IE00BK9ZQ967) Payment in Lieu of Dividend (Ordinary Dividend),10.34
Dividends,Data,USD,2025-12-08,ADI(US0326541051) Payment in Lieu of Dividend (Ordinary Dividend),22.77
Dividends,Data,USD,2025-12-08,GOOG(US02079K1079) Payment in Lieu of Dividend (Ordinary Dividend),37.59
Dividends,Data,USD,2025-12-08,UNH(US91324P1021) Payment in Lieu of Dividend (Ordinary Dividend),66.3
Dividends,Data,USD,2025-12-09,ROST(US7782961038) Payment in Lieu of Dividend (Ordinary Dividend),5.67
Dividends,Data,USD,2025-12-10,NXPI(NL0009538784) Payment in Lieu of Dividend (Ordinary Dividend),14.2
Dividends,Data,USD,2025-12-11,TSM(US8740391003) Payment in Lieu of Dividend (Ordinary Dividend),111.61
Dividends,Data,USD,2025-12-11,TSM(US8740391003) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-111.61
Dividends,Data,USD,2025-12-11,TSM(US8740391003) Payment in Lieu of Dividend (Ordinary Dividend),111.36
Dividends,Data,USD,2025-12-12,ADP(US0530151036) Payment in Lieu of Dividend (Ordinary Dividend),39.1
Dividends,Data,USD,2025-12-12,GRMN(CH0114405324) Payment in Lieu of Dividend (Ordinary Dividend),12.6
Dividends,Data,USD,2025-12-12,WMT(US9311421039) Payment in Lieu of Dividend (Ordinary Dividend),43.24
Dividends,Data,USD,2025-12-15,GILD(US3755581036) Payment in Lieu of Dividend (Ordinary Dividend),47.4
Dividends,Data,USD,2025-12-15,META(US30303M1027) Payment in Lieu of Dividend (Ordinary Dividend),26.78
Dividends,Data,USD,2025-12-15,MRK(US58933Y1055) Payment in Lieu of Dividend (Ordinary Dividend),75.65
Dividends,Data,USD,2025-12-15,TMO(US8835561023) Payment in Lieu of Dividend (Ordinary Dividend),5.59
Dividends,Data,USD,2025-12-16,APH(US0320951017) Payment in Lieu of Dividend (Ordinary Dividend),13
Dividends,Data,USD,2025-12-16,ECL(US2788651006) Payment in Lieu of Dividend (Ordinary Dividend),10.95
Dividends,Data,USD,2025-12-18,CRM(US79466L3024) Payment in Lieu of Dividend (Ordinary Dividend),16.64
Dividends,Data,USD,2025-12-19,PCAR(US6937181088) Payment in Lieu of Dividend (Bonus Dividend),53.2
Dividends,Data,USD,2025-12-22,AVGO(US11135F1012) Payment in Lieu of Dividend (Ordinary Dividend),61.75
Dividends,Data,USD,2025-12-22,VST(US92840M1027) Payment in Lieu of Dividend (Ordinary Dividend),4.54
Dividends,Data,USD,2025-12-24,GOAU(US26922A7191) Payment in Lieu of Dividend (Ordinary Dividend),751.52
Dividends,Data,USD,2025-12-26,DHR(US2358511028) Payment in Lieu of Dividend (Ordinary Dividend),9.28
Dividends,Data,USD,2025-12-26,MDT(IE00BTN1Y115) Payment in Lieu of Dividend (Ordinary Dividend),45.44
Dividends,Data,USD,2025-12-26,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),1607.4
Dividends,Data,USD,2025-12-29,MU(US5951121038) Payment in Lieu of Dividend (Ordinary Dividend),11.04
Dividends,Data,USD,2025-12-31,DE(US2441991054) Payment in Lieu of Dividend (Ordinary Dividend),22.68
Dividends,Data,USD,2025-12-31,MDLZ(US6092071058) Payment in Lieu of Dividend (Ordinary Dividend),42.5
Dividends,Data,USD,2025-12-31,SYK(US8636671013) Payment in Lieu of Dividend (Ordinary Dividend),14.96
Dividends,Data,USD,2026-01-02,APD(US0091581068) Payment in Lieu of Dividend (Ordinary Dividend),26.85
Dividends,Data,USD,2026-01-02,CSCO(US17275R1023) Payment in Lieu of Dividend (Ordinary Dividend),49.2
Dividends,Data,USD,2026-01-02,FERG(US31488V1070) Payment in Lieu of Dividend (Ordinary Dividend),15.13
Dividends,Data,USD,2026-01-02,ROP(US7766961061) Payment in Lieu of Dividend (Ordinary Dividend),5.46
Dividends,Data,USD,2026-01-05,GEV(US36828A1016) Payment in Lieu of Dividend (Ordinary Dividend),7.5
Dividends,Data,Total,,,8409.14
Interest,Header,Currency,Date,Description,Amount
Interest,Data,EUR,2026-01-06,EUR Debit Interest for Dec-2025,-23.78
Interest,Data,Total,,,-23.78
Interest,Data,Total in USD,,,-27.794064
Interest,Data,USD,2025-08-05,USD Credit Interest for Jul-2025,177.09
Interest,Data,USD,2025-09-04,USD Credit Interest for Aug-2025,218.3
Interest,Data,USD,2025-10-03,USD Credit Interest for Sep-2025,209.95
Interest,Data,USD,2025-11-05,USD Credit Interest for Oct-2025,212.26
Interest,Data,USD,2025-12-03,USD Credit Interest for Nov-2025,196.78
Interest,Data,USD,2026-01-06,USD Credit Interest for Dec-2025,46.69
Interest,Data,USD,2026-01-06,USD Debit Interest for Dec-2025,-990.55
Interest,Data,Total,,,70.52
Interest,Data,Total Interest in USD,,,42.725936
Interest Accruals,Header,Currency,Field Name,Field Value
Interest Accruals,Data,Base Currency Summary,Starting Accrual Balance,52.12
Interest Accruals,Data,Base Currency Summary,Interest Accrued,-335.76016
Interest Accruals,Data,Base Currency Summary,Accrual Reversal,-42.725936
Interest Accruals,Data,Base Currency Summary,FX Translation,0.076096
Interest Accruals,Data,Base Currency Summary,Ending Accrual Balance,-326.29
Interest Accruals,Data,EUR,Starting Accrual Balance,0
Interest Accruals,Data,EUR,Interest Accrued,-23.78
Interest Accruals,Data,EUR,Accrual Reversal,23.78
Interest Accruals,Data,EUR,Ending Accrual Balance,0
Interest Accruals,Data,EUR,Ending Accrual Balance in USD,0
Interest Accruals,Data,USD,Starting Accrual Balance,52.12
Interest Accruals,Data,USD,Interest Accrued,-307.89
Interest Accruals,Data,USD,Accrual Reversal,-70.52
Interest Accruals,Data,USD,Ending Accrual Balance,-326.29
Financial Instrument Information,Header,Asset Category,Symbol,Description,Conid,Security ID,Underlying,Listing Exch,Multiplier,Type,Code
Financial Instrument Information,Data,Stocks,AAPL,APPLE INC,265598,US0378331005,AAPL,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ABBV,ABBVIE INC,118089500,US00287Y1091,ABBV,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ABT,ABBOTT LABORATORIES .,4065,US0028241000,ABT,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ACN,ACCENTURE PLC-CL A,67889930,IE00B4BNMY34,ACN,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ADBE,ADOBE INC,265768,US00724F1012,ADBE,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ADI,ANALOG DEVICES INC,4157,US0326541051,ADI,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ADP,AUTOMATIC DATA PROCESSING,4661,US0530151036,ADP,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ALC,ALCON INC,358790073,CH0432492467,ALC,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ALNY,ALNYLAM PHARMACEUTICALS INC,29442968,US02043Q1076,ALNY,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,AMAT,APPLIED MATERIALS INC,266093,US0382221051,AMAT,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,AMD,ADVANCED MICRO DEVICES,4391,US0079031078,AMD,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,AMGN,AMGEN INC,266145,US0311621009,AMGN,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,AMZN,AMAZON.COM INC,3691937,US0231351067,AMZN,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ANET,ARISTA NETWORKS INC,740948854,US0404132054,ANET,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,APD,AIR PRODUCTS & CHEMICALS INC,4487,US0091581068,APD,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,APH,AMPHENOL CORP-CL A,4493,US0320951017,APH,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,APP,APPLOVIN CORP-CLASS A,481863646,US03831W1080,APP,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ARGX,ARGENX SE - ADR,276343981,US04016X1019,ARGX,NASDAQ,1,ADR,
Financial Instrument Information,Data,Stocks,ARM,ARM HOLDINGS PLC-ADR,653400472,US0420682058,ARM,NASDAQ,1,ADR,
Financial Instrument Information,Data,Stocks,ASML,ASML HOLDING NV-NY REG SHS,117902840,USN070592100,ASML,NASDAQ,1,NY REG SHRS,
Financial Instrument Information,Data,Stocks,AVGO,BROADCOM INC,313130367,US11135F1012,AVGO,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,AZN,ASTRAZENECA PLC-SPONS ADR,4521593,US0463531089,AZN,NASDAQ,1,ADR,
Financial Instrument Information,Data,Stocks,BA,BOEING CO/THE,4762,US0970231058,BA,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,BABA,ALIBABA GROUP HOLDING-SP ADR,166090175,US01609W1027,BABA,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,BKNG,BOOKING HOLDINGS INC,308728373,US09857L1089,BKNG,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,BSX,BOSTON SCIENTIFIC CORP,5270,US1011371077,BSX,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,BYDDY,BYD CO LTD-UNSPONSORED ADR,54740723,US05606L1008,BYDDY,PINK,1,ADR,
Financial Instrument Information,Data,Stocks,CAT,CATERPILLAR INC,5437,US1491231015,CAT,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,CEG,CONSTELLATION ENERGY,538132976,US21037T1097,CEG,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,CL,COLGATE-PALMOLIVE CO,5749,US1941621039,CL,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,CMCSA,COMCAST CORP-CLASS A,267748,US20030N1019,CMCSA,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,CMG,CHIPOTLE MEXICAN GRILL INC,37655664,US1696561059,CMG,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,COP,CONOCOPHILLIPS,10885,US20825C1045,COP,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,COR,CENCORA INC,1714996,US03073E1055,COR,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,CORT,CORCEPT THERAPEUTICS INC,28565190,US2183521028,CORT,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,COST,COSTCO WHOLESALE CORP,272997,US22160K1051,COST,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,CRM,SALESFORCE INC,29624264,US79466L3024,CRM,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,CRWD,CROWDSTRIKE HOLDINGS INC - A,370757467,US22788C1053,CRWD,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,CSCO,CISCO SYSTEMS INC,268084,US17275R1023,CSCO,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,CTVA,CORTEVA INC,366239371,US22052L1044,CTVA,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,CVX,CHEVRON CORP,5684,US1667641005,CVX,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,DD,DUPONT DE NEMOURS INC,365921621,US26614N1028,DD,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,DE,DEERE & CO,6393,US2441991054,DE,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,DECK,DECKERS OUTDOOR CORP,268376,US2435371073,DECK,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,DHR,DANAHER CORP,6442,US2358511028,DHR,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,DXCM,DEXCOM INC,33837089,US2521311074,DXCM,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,EA,ELECTRONIC ARTS INC,268995,US2855121099,EA,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ECL,ECOLAB INC,6682,US2788651006,ECL,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,EOG,EOG RESOURCES INC,6890,US26875P1012,EOG,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ETN,EATON CORP PLC,118017869,IE00B8KQN827,ETN,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,FCX,FREEPORT-MCMORAN INC,7089,US35671D8570,FCX,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,FERG,FERGUSON ENTERPRISES INC,717988170,US31488V1070,FERG,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,FTNT,FORTINET INC,70236214,US34959E1091,FTNT,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,"GF7, GE",GEFRAN SPA,252240618,IT0003203947,GE,BVME,1,COMMON,
Financial Instrument Information,Data,Stocks,GEV,GE VERNOVA INC,691984365,US36828A1016,GEV,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,GILD,GILEAD SCIENCES INC,269753,US3755581036,GILD,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,GOAU,US GLB GLD & METAL MNRS ETF,280803962,US26922A7191,GOAU,ARCA,1,ETF,
Financial Instrument Information,Data,Stocks,GOOG,ALPHABET INC-CL C,208813720,US02079K1079,GOOG,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,GRMN,GARMIN LTD,76791198,CH0114405324,GRMN,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,HD,HOME DEPOT INC,7930,US4370761029,HD,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,HLN,HALEON PLC-ADR,573009153,US4055521003,HLN,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,HON,HONEYWELL INTERNATIONAL INC,4350,US4385161066,HON,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,IBM,INTL BUSINESS MACHINES CORP,8314,US4592001014,IBM,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,IFNNY,INFINEON TECHNOLOGIES-ADR,7718213,US45662N1037,IFNNY,PINK,1,ADR,
Financial Instrument Information,Data,Stocks,INFY,INFOSYS LTD-SP ADR,4813460,US4567881085,INFY,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,INTU,INTUIT INC,270662,US4612021034,INTU,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ISRG,INTUITIVE SURGICAL INC,9063285,US46120E6023,ISRG,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,JNJ,JOHNSON & JOHNSON,8719,US4781601046,JNJ,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,KLAC,KLA CORP,270957,US4824801009,KLAC,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,KMB,KIMBERLY-CLARK CORP,8864,US4943681035,KMB,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,KO,COCA-COLA CO/THE,8894,US1912161007,KO,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,LIN,LINDE PLC,617155599,IE000S9YS762,LIN,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,LLY,ELI LILLY & CO,9160,US5324571083,LLY,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,LOW,LOWE'S COS INC,9199,US5486611073,LOW,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,LRCX,LAM RESEARCH CORP,732440574,US5128073062,LRCX,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MCHP,MICROCHIP TECHNOLOGY INC,271568,US5950171042,MCHP,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MCK,MCKESSON CORP,9657,US58155Q1031,MCK,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,MDLZ,MONDELEZ INTERNATIONAL INC-A,113599091,US6092071058,MDLZ,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MDT,MEDTRONIC PLC,181387075,IE00BTN1Y115,MDT,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,META,META PLATFORMS INC-CLASS A,107113386,US30303M1027,META,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MLM,MARTIN MARIETTA MATERIALS,9690,US5732841060,MLM,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,MPNGY,MEITUAN - UNSP ADR,337473540,US58533E1038,MPNGY,PINK,1,ADR,
Financial Instrument Information,Data,Stocks,MRK,MERCK & CO INC,70101545,US58933Y1055,MRK,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,MRVL,MARVELL TECHNOLOGY INC,483492393,US5738741041,MRVL,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MSFT,MICROSOFT CORP,272093,US5949181045,MSFT,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,MU,MICRON TECHNOLOGY INC,9939,US5951121038,MU,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,NBIX,NEUROCRINE BIOSCIENCES INC,4815347,US64125C1099,NBIX,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,NEE,NEXTERA ENERGY INC,75960201,US65339F1012,NEE,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,NKE,NIKE INC -CL B,10291,US6541061031,NKE,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,NOW,SERVICENOW INC,109911821,US81762P1021,NOW,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,NSC,NORFOLK SOUTHERN CORP,10497,US6558441084,NSC,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,NVDA,NVIDIA CORP,4815747,US67066G1040,NVDA,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,NVO,NOVO-NORDISK A/S-SPONS ADR,10611,US6701002056,NVO,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,NVS,NOVARTIS AG-SPONSORED ADR,8794522,US66987V1098,NVS,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,NXPI,NXP SEMICONDUCTORS NV,77791077,NL0009538784,NXPI,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ORCL,ORACLE CORP,272800,US68389X1054,ORCL,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,ORLY,O'REILLY AUTOMOTIVE INC,82457808,US67103H1077,ORLY,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,PANW,PALO ALTO NETWORKS INC,110619459,US6974351057,PANW,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,PCAR,PACCAR INC,272992,US6937181088,PCAR,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,PDD,PDD HOLDINGS INC,326398585,US7223041028,PDD,NASDAQ,1,ADR,
Financial Instrument Information,Data,Stocks,PEP,PEPSICO INC,11017,US7134481081,PEP,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,PFE,PFIZER INC,11031,US7170811035,PFE,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,PG,PROCTER & GAMBLE CO/THE,11054,US7427181091,PG,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,PH,PARKER HANNIFIN CORP,11094,US7010941042,PH,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,PLTR,PALANTIR TECHNOLOGIES INC-A,444857009,US69608A1088,PLTR,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,PPG,PPG INDUSTRIES INC,11295,US6935061076,PPG,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,Q,QNITY ELECTRONICS INC,824788107,US74743L1008,Q,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,QCOM,QUALCOMM INC,273544,US7475251036,QCOM,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,REGN,REGENERON PHARMACEUTICALS,273733,US75886F1075,REGN,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ROIV,ROIVANT SCIENCES LTD,518304342,BMG762791017,ROIV,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ROP,ROPER TECHNOLOGIES INC,2585629,US7766961061,ROP,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,ROST,ROSS STORES INC,273939,US7782961038,ROST,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,RTX,RTX CORP,415342104,US75513E1010,RTX,NYSE,1,COMMON,
Financial Instrument Information,Data,Stocks,SAP,SAP SE-SPONSORED ADR,3804335,US8030542042,SAP,NYSE,1,ADR,
Financial Instrument Information,Data,Stocks,SBUX,STARBUCKS CORP,274105,US8552441094,SBUX,NASDAQ,1,COMMON,
Financial Instrument Information,Data,Stocks,SE,SEA LTD-ADR,292735472,US81141R1005,SE,NYSE,1,ADR,
